ProductID,Date,Zip,Units,Revenue,Country
1052,2018-03-31,9510,1,246.7,Mexico
1052,2018-04-17,12400,1,246.7,Mexico
1052,2018-08-29,9719,1,246.7,Mexico
1053,2011-04-15,2260,1,251.95,Mexico
1057,2015-06-16,7909,1,136.45,Mexico
1057,2015-07-15,7183,1,136.45,Mexico
1057,2015-08-19,4280,1,136.45,Mexico
1057,2015-08-20,9608,1,136.45,Mexico
1057,2015-09-04,7550,1,136.45,Mexico
1057,2015-09-23,2860,1,131.2,Mexico
1057,2015-02-11,2169,1,136.45,Mexico
1065,2011-06-15,5370,1,296.57,Mexico
1065,2011-03-15,2320,1,296.57,Mexico
1065,2011-04-15,7110,1,296.57,Mexico
1065,2011-06-15,9250,1,296.57,Mexico
1053,2012-05-12,9207,1,257.2,Mexico
1053,2012-08-22,9680,1,262.45,Mexico
1053,2012-11-06,2420,1,262.45,Mexico
1053,2013-04-03,4269,1,262.45,Mexico
1053,2013-04-20,9560,1,262.45,Mexico
1053,2013-06-04,9767,1,262.45,Mexico
1053,2014-03-08,2128,1,262.45,Mexico
1053,2014-03-27,9810,1,262.45,Mexico
1053,2014-09-10,9720,1,262.45,Mexico
1053,2015-04-15,7890,1,262.45,Mexico
1053,2015-04-16,7550,1,262.45,Mexico
1065,2013-03-29,7363,1,296.57,Mexico
1065,2013-05-31,10330,1,304.45,Mexico
1065,2013-11-07,9400,1,304.45,Mexico
1065,2014-03-05,9080,1,304.45,Mexico
1065,2014-04-02,7880,1,304.45,Mexico
1065,2014-05-29,8310,1,304.45,Mexico
1065,2015-01-14,4269,1,309.7,Mexico
1065,2015-04-10,7080,1,304.45,Mexico
1065,2015-09-02,4280,1,309.7,Mexico
1085,2015-04-15,7458,1,89.2,Mexico
1085,2015-05-29,2470,1,89.2,Mexico
1085,2018-11-16,4210,1,89.2,Mexico
1085,2018-11-28,7640,1,89.2,Mexico
1085,2018-12-01,4908,1,89.2,Mexico
1085,2018-12-07,5340,1,89.2,Mexico
1085,2018-12-27,10210,1,89.2,Mexico
1085,2018-12-27,4210,1,89.2,Mexico
1085,2018-12-28,9689,1,89.2,Mexico
1065,2011-04-15,9636,1,296.57,Mexico
1065,2011-07-15,2420,1,296.57,Mexico
1065,2011-07-15,9838,1,296.57,Mexico
1065,2011-09-15,4850,1,296.57,Mexico
1065,2013-05-24,5010,1,296.57,Mexico
1065,2013-06-06,2718,1,304.45,Mexico
1065,2013-10-10,1070,1,304.45,Mexico
1065,2013-11-16,9688,1,304.45,Mexico
1065,2014-03-06,8770,1,304.45,Mexico
1065,2014-03-28,10580,1,304.45,Mexico
1065,2014-04-22,4270,1,304.45,Mexico
1065,2014-05-14,7509,1,304.45,Mexico
1065,2014-05-21,2230,1,304.45,Mexico
1061,2012-10-16,8520,1,146.95,Mexico
1058,2015-07-29,2719,1,136.45,Mexico
1058,2015-09-29,9207,1,136.45,Mexico
1058,2015-11-25,4020,1,136.45,Mexico
1058,2016-08-20,2420,1,131.2,Mexico
1058,2016-08-31,9900,1,131.2,Mexico
1058,2016-09-09,2530,1,131.2,Mexico
1058,2016-09-14,8029,1,131.2,Mexico
1058,2016-10-19,5089,1,136.45,Mexico
1058,2016-10-22,8520,1,131.2,Mexico
1058,2016-11-05,5720,1,131.2,Mexico
1058,2016-11-09,4430,1,131.2,Mexico
1058,2017-04-26,4010,1,131.2,Mexico
1058,2017-06-16,7240,1,131.2,Mexico
1058,2017-11-29,7760,1,131.2,Mexico
1058,2018-04-21,2920,1,136.45,Mexico
1058,2018-06-01,5210,1,131.2,Mexico
1058,2018-06-12,10380,1,136.45,Mexico
1058,2018-08-15,5720,1,136.45,Mexico
1065,2016-12-06,2310,1,314.95,Mexico
1066,2011-02-15,2400,1,296.57,Mexico
1066,2011-02-15,7550,1,296.57,Mexico
1066,2011-02-15,9885,1,296.57,Mexico
1066,2011-04-15,4270,1,296.57,Mexico
1066,2011-04-15,7110,1,296.57,Mexico
1066,2011-06-15,5370,1,296.57,Mexico
1066,2011-06-15,8220,1,296.57,Mexico
1066,2012-07-06,5480,1,296.57,Mexico
1066,2012-10-26,4660,1,304.45,Mexico
1085,2018-08-15,4919,1,89.2,Mexico
